item_key,item_name,item_subaccount,item_account,item_group,item_class,item_sign,item_periodicity
373000,FONDO ESPECIAL,0,30,7,3,1,Monthly
380000,SUPERAVIT O DEFICIT,0,0,8,3,-1,Monthly
380500,PRIMA EN COLOCACION DE ACCIONES,0,5,8,3,1,Monthly
380505,PRIMA EN COLOCACION DE ACCIONES,5,5,8,3,1,Monthly
380510,PRIMA EN COLOCACION DE ACCIONES POR COBRAR (DB),10,5,8,3,1,Monthly
380515,PRIMA EN COLOCACION DE CUOTAS O PARTES DE INTERES SOCIAL,15,5,8,3,1,Monthly
380520,PRIMA EN COLOCACION DE APORTES,20,5,8,3,1,Monthly
381500,GANANCIAS O PERDIDAS NO REALIZADAS (ORI),0,15,8,3,-1,Monthly
381505,REVALORIZACION ACTIVOS,5,15,8,3,1,Monthly
381510,INSTRUMENTOS FINANCIEROS MEDIDOS AL VALOR RAZONABLE CON CAMBIOS EN EL ORI,10,15,8,3,-1,Monthly
381515,VARIACION DEL VALOR RAZONABLE DE OTROS ACTIVOS,15,15,8,3,1,Monthly
381520,DIFERENCIA EN CAMBIOS POR INVERSIONES EN ASOCIADAS Y SUBORDINADAS,20,15,8,3,1,Monthly
381525,COBERTURA CON DERIVADOS DE FLUJO DE EFECTIVO,25,15,8,3,-1,Monthly
381530,AJUSTES DE CONVERSION,30,15,8,3,1,Monthly
381535,AJUSTES ASOCIADAS,35,15,8,3,1,Monthly
381540,GANANCIAS O PERDIDAS PARTICIPACIONES NO CONTROLADORAS,40,15,8,3,1,Monthly
381545,COBERTURA CON DERIVADOS DE INVERSIONES NETAS EN EL EXTRANJERO,45,15,8,3,-1,Monthly
381550,INSTRUMENTOS FINANCIEROS MEDIDOS A VARIACION PATRIMONIAL CON CAMBIOS EN EL ORI,50,15,8,3,1,Monthly
381555,AJUSTES EN LA APLICACION POR PRIMERA VEZ DE LAS NIIF,55,15,8,3,1,Monthly
381560,DIFERENCIAS ENTRE LOS ESTADOS FINANCIEROS CONSOLIDADOS Y SEPARADOS,60,15,8,3,1,Monthly
381565,GANANCIAS O PERDIDAS PARTICIPACIONES CONTROLODORAS,65,15,8,3,1,Monthly
381595,OTROS AL PATRIMONIO NETO,95,15,8,3,-1,Monthly
382000,SUPERAVIT POR EL METODO DE PARTICIPACION PATRIMONIAL,0,20,8,3,-1,Monthly
382500,ARTICULO 6 LEY 4/80,0,25,8,3,1,Monthly
382505,ACCIONES FORZOSAS,5,25,8,3,1,Monthly
382510,DIVIDENDOS DE ACCIONES FORZOSAS,10,25,8,3,1,Monthly
390000,GANANCIAS O PERDIDAS,0,0,9,3,1,Monthly
390500,GANANCIAS ACUMULADAS EJERCICIOS ANTERIORES,0,5,9,3,1,Monthly
391000,PERDIDAS ACUMULADAS EJERCICIOS ANTERIORES,0,10,9,3,1,Monthly
391500,GANANCIA DEL EJERCICIO,0,15,9,3,1,Monthly
392000,PERDIDA DEL EJERCICIO,0,20,9,3,-1,Monthly
392500,GANANCIA O PERDIDA PARTICIPACIONES NO CONTROLADORAS,0,25,9,3,1,Monthly
393000,RESULTADOS ACUMULADOS PROCESO DE CONVERGENCIA A NIIFS,0,30,9,3,1,Monthly
393010,PERDIDA,10,30,9,3,1,Monthly
400000,INGRESOS DE OPERACIONES,0,0,0,4,1,Monthly
410000,INGRESOS DE OPERACIONES ORDINARIAS GENERALES,0,0,1,4,1,Monthly
410200,INGRESOS FINANCIEROS CARTERA,0,2,1,4,1,Monthly
410202,CREDITOS COMERCIALES,2,2,1,4,1,Monthly
410204,CREDITOS DE CONSUMO,4,2,1,4,1,Monthly
410206,CARTERA DE TARJETAS DE CREDITO COMERCIAL,6,2,1,4,1,Monthly
410208,SOBREGIROS CREDITOS COMERCIALES,8,2,1,4,1,Monthly
410210,CREDITOS DE VIVIENDA Y LEASING HABITACIONAL,10,2,1,4,1,Monthly
410212,MICROCREDITOS,12,2,1,4,1,Monthly
410214,CARTERA DE TARJETAS DE CREDITO CONSUMO,14,2,1,4,1,Monthly
410216,SOBREGIROS CREDITOS CONSUMO,16,2,1,4,1,Monthly
410218,OPERACIONES FACTORING,18,2,1,4,1,Monthly
410220,CONCEPTOS REPUTADOS INTERESES,20,2,1,4,1,Monthly
410222,OPERACIONES DE DESCUENTO DE CARTERA COMERCIAL,22,2,1,4,1,Monthly
410224,OPERACIONES DE DESCUENTO DE CARTERA DE CONSUMO,24,2,1,4,1,Monthly
410228,OPERACIONES DE DESCUENTO DE CARTERA DE MICROCREDITO,28,2,1,4,1,Monthly
410230,OPERACIONES DE REDESCUENTO DE CARTERA CONSUMO,30,2,1,4,1,Monthly
410232,OPERACIONES DE REDESCUENTO DE CARTERA DE VIVIENDA Y LEASING HABITACIONAL,32,2,1,4,1,Monthly
410234,OPERACIONES DE REDESCUENTO DE CARTERA COMERCIAL,34,2,1,4,1,Monthly
410236,OPERACIONES DE REDESCUENTO DE CARTERA DE MICROCREDITO,36,2,1,4,1,Monthly
410238,MORATORIOS CARTERA DE CONSUMO,38,2,1,4,1,Monthly
410240,MORATORIOS CARTERA DE VIVIENDA Y LEASING HABITACIONAL,40,2,1,4,1,Monthly
410242,MORATORIOS CARTERA COMERCIAL,42,2,1,4,1,Monthly
410244,MORATORIOS CARTERA DE MICROCREDITO,44,2,1,4,1,Monthly
410248,"DEUDA EXTERNA PRIVADA - RESOL, 33/84 Y 17/87",48,2,1,4,1,Monthly
410250,CUPOS DE LIQUIDEZ SISTEMA FINANCIERO,50,2,1,4,1,Monthly
410295,OTROS,95,2,1,4,1,Monthly
410300,INGRESOS FINANCIEROS OPERACIONES DEL MERCADO MONETARIO Y OTROS INTERESES,0,3,1,4,1,Monthly
410305,DEPOSITOS A LA VISTA,5,3,1,4,1,Monthly
410310,FONDOS INTERBANCARIOS VENDIDOS ORDINARIOS,10,3,1,4,1,Monthly
410315,TITULOS DE INVERSION EN CIRCULACION,15,3,1,4,1,Monthly
410325,CREDITOS CON GARANTIA HIPOTECARIA,25,3,1,4,1,Monthly
410335,CREDITOS CON GARANTIA PRENDARIA,35,3,1,4,1,Monthly
410340,SOBRE POLIZAS,40,3,1,4,1,Monthly
410345,MORATORIOS POR RECAUDO DE COTIZACIONES,45,3,1,4,1,Monthly
410350,RENDIMIENTOS POR COMPROMISOS DE TRANSFERENCIA EN OPERACIONES REPO,50,3,1,4,1,Monthly
410355,RENDIMIENTOS POR COMPROMISOS DE TRANSFERENCIA EN OPERACIONES SIMULTANEAS,55,3,1,4,1,Monthly
410360,RENDIMIENTOS POR COMPROMISOS EN OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES,60,3,1,4,1,Monthly
410365,DIFERENCIAL DE TASAS,65,3,1,4,1,Monthly
410370,RENDIMIENTOS FINANCIEROS POR LA EJECUCION DE PROYECTOS,70,3,1,4,1,Monthly
410375,INTERESES GANADOS FOGAFIN,75,3,1,4,1,Monthly
410380,DEPOSITOS DE CONTRACCION MONETARIA,80,3,1,4,1,Monthly
410385,UTILIDAD POR PARTICIPACION EN LA FORMACION DEL IBR,85,3,1,4,1,Monthly
410390,OTROS CONCEPTOS,90,3,1,4,1,Monthly
410395,OTROS INTERESES,95,3,1,4,1,Monthly
410400,INGRESOS FINANCIEROS INVERSIONES,0,4,1,4,1,Monthly
410495,RENDIMIENTOS OTROS,95,4,1,4,1,Monthly
410500,OTROS INTERESES BANCO REPUBLICA,0,5,1,4,1,Monthly
410515,APORTES EN ORGANISMOS INTERNACIONALES,15,5,1,4,1,Monthly
410600,VALORACION POR TRANSFERENCIA TEMPORAL DE VALORES,0,6,1,4,1,Monthly
410605,EN TITULOS DE DEUDA,5,6,1,4,1,Monthly
410610,EN TITULOS PARTICIPATIVOS,10,6,1,4,1,Monthly
410700,POR VALORACION DE INVERSIONES A VALOR RAZONABLE - INSTRUMENTOS DE DEUDA,0,7,1,4,1,Monthly
410705,POR AUMENTO EN EL VALOR RAZONABLE,5,7,1,4,1,Monthly
410800,POR VALORACION DE INVERSIONES A VALOR RAZONABLE - INSTRUMENTOS DE PATRIMONIO,0,8,1,4,1,Monthly
410805,POR INCREMENTO EN EL VALOR DE MERCADO,5,8,1,4,1,Monthly
410900,POR FINANCIACION DE VALORES,0,9,1,4,1,Monthly
410905,INTERESES,5,9,1,4,1,Monthly
411000,REAJUSTE DE LA UNIDAD DE VALOR REAL UVR,0,10,1,4,1,Monthly
411005,DEPOSITOS A LA VISTA,5,10,1,4,1,Monthly
411010,CARTERA DE CREDITOS,10,10,1,4,1,Monthly
411015,OPERACIONES DE LEASING FINANCIERO,15,10,1,4,1,Monthly
411100,POR VALORACION A COSTO AMORTIZADO DE INVERSIONES,0,11,1,4,1,Monthly
411105,POR INCREMENTO EN EL VALOR PRESENTE,5,11,1,4,1,Monthly
411200,POR VALORACION DE CARRUSELES,0,12,1,4,1,Monthly
411205,POR COMPROMISOS DE COMPRA,5,12,1,4,1,Monthly
411210,POR COMPROMISOS DE VENTA,10,12,1,4,1,Monthly
411300,POR SERVICIOS,0,13,1,4,1,Monthly
411305,SERVICIOS DE BOLSA A COMISIONISTAS,5,13,1,4,1,Monthly
411325,INSCRIPCION DE TITULOS,25,13,1,4,1,Monthly
411330,CUSTODIA DE VALORES,30,13,1,4,1,Monthly
411335,OPERACIONES MARTILLO,35,13,1,4,1,Monthly
411340,SERVICIO DE TRANSFERENCIA DE VALORES O TITULOS,40,13,1,4,1,Monthly
411345,ADMINISTRACION DE VALORES,45,13,1,4,1,Monthly
411350,TRANSACCIONES,50,13,1,4,1,Monthly
411355,CUOTA DE AFILIACION,55,13,1,4,1,Monthly
411360,CUOTA DE SOSTENIMIENTO,60,13,1,4,1,Monthly
411370,SEMINARIOS Y OTRAS CAPACITACIONES,70,13,1,4,1,Monthly
411375,"GRAVAMENES, CERTIFICACIONES Y CONSTANCIAS",75,13,1,4,1,Monthly
411380,INCUMPLIMIENTO DE OPERACIONES,80,13,1,4,1,Monthly
411382,DE INFORMACION,82,13,1,4,1,Monthly
411385,POR SERVICIOS DE COMPENSACION Y LIQUIDACION DE DIVISAS,85,13,1,4,1,Monthly
411387,POR SERVICIOS DE NEGOCIACION Y REGISTRO DE OPERACIONES SOBRE DIVISAS,87,13,1,4,1,Monthly
411390,POR SERVICIOS DE COMPENSACION Y LIQUIDACION - CRCC,90,13,1,4,1,Monthly
411392,POR SERVICIOS DE NEGOCIACION Y REGISTRO DE OPERACIONES SOBRE VALORES,92,13,1,4,1,Monthly
411395,OTROS,95,13,1,4,1,Monthly
411400,FINANCIEROS - FONDOS DE GARANTIAS - FONDOS MUTUOS DE INVERSION,0,14,1,4,1,Monthly
411405,"RENDIMIENTOS FINANCIEROS, COMPROMISOS DE REVENTA - REPOS - SIMULTANEAS Y CARRUSELES",5,14,1,4,1,Monthly
411410,REAJUSTE MONETARIO - UVR,10,14,1,4,1,Monthly
411415,DIVIDENDOS,15,14,1,4,1,Monthly
411420,DIFERENCIA EN CAMBIO,20,14,1,4,1,Monthly
411495,OTROS RENDIMIENTOS FINANCIEROS,95,14,1,4,1,Monthly
411500,COMISIONES Y/O HONORARIOS,0,15,1,4,1,Monthly
411502,ACEPTACIONES (BANCARIAS),2,15,1,4,1,Monthly
411504,CARTAS DE CREDITO,4,15,1,4,1,Monthly
411506,AVALES,6,15,1,4,1,Monthly
411508,GARANTIAS BANCARIAS,8,15,1,4,1,Monthly
411510,SERVICIOS BANCARIOS,10,15,1,4,1,Monthly
411512,NEGOCIOS FIDUCIARIOS (COMISIONES Y HONORARIOS),12,15,1,4,1,Monthly
411514,ESTABLECIMIENTOS AFILIADOS A TARJETAS DE CREDITO Y DEBITO,14,15,1,4,1,Monthly
411516,USO MEDIOS DE PAGO DIFERENTES DE EFECTIVO,16,15,1,4,1,Monthly
411518,SERVICIO RED DE OFICINAS,18,15,1,4,1,Monthly
411520,DE ADMINISTRACION-FONDO DE CESANTIA PORTAFOLIO DE CORTO PLAZO,20,15,1,4,1,Monthly
411522,DE ADMINISTRACION-FONDO DE CESANTIA PORTAFOLIO DE LARGO PLAZO,22,15,1,4,1,Monthly
411524,POR RETIROS PARCIALES-FONDO DE CESANTIA PORTAFOLIO DE CORTO PLAZO,24,15,1,4,1,Monthly
411526,POR RETIROS PARCIALES-FONDO DE CESANTIA PORTAFOLIO DE LARGO PLAZO,26,15,1,4,1,Monthly
411528,DE ADMINISTRACION FONDO DE PENSIONES OBLIGATORIAS,28,15,1,4,1,Monthly
411530,DE ADMINISTRACION PENSIONES POR RETIRO PROGRAMADO,30,15,1,4,1,Monthly
411532,DE ADMINISTRACION RECURSOS AFILIADOS CESANTES,32,15,1,4,1,Monthly
411534,POR TRASLADO DE AFILIADOS,34,15,1,4,1,Monthly
411536,ADMINISTRACION APORTES VOLUNTARIOS FONDOS DE PENSIONES OBLIGATORIAS,36,15,1,4,1,Monthly
411538,DE ADMINISTRACION FONDO DE PENSIONES VOLUNTARIAS,38,15,1,4,1,Monthly
411540,DE ADMINISTRACION PASIVOS PENSIONALES ENTIDADES TERRITORIALES Y SUS DESCENTRALIZADAS,40,15,1,4,1,Monthly
411542,DE ADMINISTRACION FONPET,42,15,1,4,1,Monthly
411546,DE SEGUROS PREVISIONALES,46,15,1,4,1,Monthly
411548,POR GIROS,48,15,1,4,1,Monthly
411552,PRIVATIZACIONES,52,15,1,4,1,Monthly
411554,CAPITAL GARANTIA,54,15,1,4,1,Monthly
411556,CUOTAS DE MANEJO DE TARJETAS DE CREDITO,56,15,1,4,1,Monthly
411558,CUOTAS DE MANEJO DE TARJETAS DEBITO,58,15,1,4,1,Monthly
411560,POR PRODUCTOS DERIVADOS,60,15,1,4,1,Monthly
411561,POR GARANTIAS - FNG-,61,15,1,4,1,Monthly
411563,CORRETAJE DE PRODUCTOS AGROPECUARIOS,63,15,1,4,1,Monthly
411564,CONTRATO DE COMISION,64,15,1,4,1,Monthly
411565,CONTRATO DE COMISION TITULOS SOBRE Y PRODUCTOS AGROPECUARIOS,65,15,1,4,1,Monthly
411566,CONTRATOS DE COLOCACION DE TITULOS,66,15,1,4,1,Monthly
411567,CONTRATOS DE FUTUROS,67,15,1,4,1,Monthly
411569,ADMINISTRACION DE FONDOS DE INVERSION COLECTIVA,69,15,1,4,1,Monthly
411570,ADMINISTRACION DE VALORES,70,15,1,4,1,Monthly
411571,ADMINISTRACION DE PORTAFOLIOS DE VALORES DE TERCEROS,71,15,1,4,1,Monthly
411572,ADMINISTRACION FONDOS DE CAPITAL EXTRANJERO,72,15,1,4,1,Monthly
411573,CONTRATOS DE CORRESPONSALIA,73,15,1,4,1,Monthly
411576,POR CALIFICACION DE VALORES,76,15,1,4,1,Monthly
411577,ASESORIAS,77,15,1,4,1,Monthly
411578,COMPRA-VENTA DE DIVISAS,78,15,1,4,1,Monthly
411595,OTRAS,95,15,1,4,1,Monthly
411700,INGRESOS POR RETROGARANTES,0,17,1,4,1,Monthly
412000,SERVICIOS DE ALMACEN,0,20,1,4,1,Monthly
412005,ALMACEN BODEGAS PROPIAS,5,20,1,4,1,Monthly
412010,ALMACEN BODEGAS PARTICULARES,10,20,1,4,1,Monthly
412020,ALMACEN SILOS,20,20,1,4,1,Monthly
412025,AGENCIAMIENTO ADUANERO,25,20,1,4,1,Monthly
412035,MANEJO Y DISTRIBUCION,35,20,1,4,1,Monthly
412040,TRATAMIENTO DE MERCANCIAS,40,20,1,4,1,Monthly
412045,MOVILIZACION Y TRANSPORTE DE MERCANCIAS,45,20,1,4,1,Monthly
412095,OTRAS,95,20,1,4,1,Monthly
412100,PRIMAS EMITIDAS,0,21,1,4,1,Monthly
412105,SEGUROS DE DANOS,5,21,1,4,1,Monthly
412110,SEGURO OBLIGATORIO DE DANOS CORPORALES CAUSADOS A LAS PERSONAS EN ACCIDENTES DE TRANSITO SOAT,10,21,1,4,1,Monthly
412115,SEGUROS PREVISIONALES,15,21,1,4,1,Monthly
412120,RIESGOS LABORALES,20,21,1,4,1,Monthly
412122,BENEFICIOS ECONOMICOS PERIODICOS (BEPs),22,21,1,4,1,Monthly
412125,SEGUROS CON CALCULO DE RESERVA MATEMATICA,25,21,1,4,1,Monthly
412130,SEGUROS DE PERSONAS,30,21,1,4,1,Monthly
412135,SEGURO EDUCATIVO,35,21,1,4,1,Monthly
412140,COASEGURO ACEPTADO,40,21,1,4,1,Monthly
412145,PRIMAS ACEPTADAS EN CAMARA DE COMPENSACION SOAT,45,21,1,4,1,Monthly
412150,PRIMAS CEDIDAS EN CAMARA DE COMPENSACION SOAT (DB),50,21,1,4,1,Monthly
412155,CANCELACIONES Y/O ANULACIONES,55,21,1,4,1,Monthly
412200,LIBERACION RESERVA DE RIESGOS EN CURSO,0,22,1,4,1,Monthly
412205,SEGUROS DE DANOS,5,22,1,4,1,Monthly
412210,SEGUROS DE PERSONAS,10,22,1,4,1,Monthly
412215,SEGURO OBLIGATORIO DE DANOS CORPORALES CAUSADOS A LAS PERSONAS EN ACCIDENTES DE TRANSITO SOAT,15,22,1,4,1,Monthly
412300,"POR VALORACION DE POSICIONES EN CORTO DE OPERACIONES REPO ABIERTO, SIMULTANEAS Y TRANSFERENCIA TEMPORAL DE VALORES",0,23,1,4,1,Monthly
412305,OPERACIONES REPO ABIERTO,5,23,1,4,1,Monthly
412310,OPERACIONES SIMULTANEAS,10,23,1,4,1,Monthly
412315,OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES,15,23,1,4,1,Monthly
412400,LIBERACION RESERVA MATEMATICA,0,24,1,4,1,Monthly
412405,VIDA INDIVIDUAL,5,24,1,4,1,Monthly
412410,RIESGOS LABORALES,10,24,1,4,1,Monthly
412415,PENSIONES OBLIGATORIAS,15,24,1,4,1,Monthly
412420,SEGUROS DE PENSIONES VOLUNTARIAS,20,24,1,4,1,Monthly
412422,BENEFICIOS ECONOMICOS PERIODICOS (BEPs),22,24,1,4,1,Monthly
412425,SEGURO EDUCATIVO,25,24,1,4,1,Monthly
412495,OTRAS,95,24,1,4,1,Monthly
412500,POR VENTA DE INVERSIONES,0,25,1,4,1,Monthly
412505,A VALOR RAZONABLE - INSTRUMENTOS DE DEUDA,5,25,1,4,1,Monthly
412510,A VALOR RAZONABLE - INSTRUMENTOS DE PATRIMONIO,10,25,1,4,1,Monthly
412515,INVERSIONES A COSTO AMORTIZADO,15,25,1,4,1,Monthly
412520,INSTRUMENTOS DE PATRIMONIO CON EFECTOS EN EL ORI,20,25,1,4,1,Monthly
412540,DOCUMENTOS SOBRE PRODUCTOS AGROPECUARIOS Y AGROINDUSTRIALES,40,25,1,4,1,Monthly
412595,OTROS,95,25,1,4,1,Monthly
412600,LIBERACION RESERVA SEGURO DE VIDA DE AHORRO CON PARTICIPACION,0,26,1,4,1,Monthly
412605,LIBERACION RESERVA SEGURO DE VIDA DE AHORRO CON PARTICIPACION,5,26,1,4,1,Monthly
412700,POR VENTA DE CARTERA,0,27,1,4,1,Monthly
412800,VALORACION DE OPERACIONES DE CONTADO,0,28,1,4,1,Monthly
412805,CONTRATOS DE COMPRA DE DIVISAS,5,28,1,4,1,Monthly
412810,CONTRATOS DE VENTA DE DIVISAS,10,28,1,4,1,Monthly
412815,CONTRATOS DE COMPRA DE TITULOS,15,28,1,4,1,Monthly
412820,CONTRATOS DE VENTA DE TITULOS,20,28,1,4,1,Monthly
412895,CONTRATOS ¿ OTROS,95,28,1,4,1,Monthly
412900,VALORACION DE DERIVADOS - DE NEGOCIACION,0,29,1,4,1,Monthly
412905,FORWARDS DE MONEDAS (PESO/DOLAR),5,29,1,4,1,Monthly
412907,FORWARDS DE MONEDAS (DIFERENTES PESO/DOLAR),7,29,1,4,1,Monthly
412910,FORWARDS DE TASAS DE INTERES,10,29,1,4,1,Monthly
412912,FORWARDS DE TITULOS,12,29,1,4,1,Monthly
412915,FORWARDS - OTROS,15,29,1,4,1,Monthly
412917,FUTUROS DE MONEDAS,17,29,1,4,1,Monthly
412920,FUTUROS DE TASAS DE INTERES,20,29,1,4,1,Monthly
412922,FUTUROS DE TITULOS,22,29,1,4,1,Monthly
412925,FUTUROS DE INDICES,25,29,1,4,1,Monthly
412927,FUTUROS - OTROS,27,29,1,4,1,Monthly
412930,SWAPS DE MONEDAS,30,29,1,4,1,Monthly
412932,SWAPS DE TASAS DE INTERES,32,29,1,4,1,Monthly
412935,SWAPS - OTROS,35,29,1,4,1,Monthly
412937,OPCIONES CALLS MONEDAS,37,29,1,4,1,Monthly
412940,OPCIONES PUT DE MONEDAS,40,29,1,4,1,Monthly
412942,OPCIONES CALLS DE TASAS DE INTERES,42,29,1,4,1,Monthly
412945,OPCIONES PUTS DE TASAS DE INTERES,45,29,1,4,1,Monthly
412947,OPCIONES CALLS DE TITULOS,47,29,1,4,1,Monthly
412950,OPCIONES PUTS DE TITULOS,50,29,1,4,1,Monthly
412952,OPCIONES CALLS DE INDICES,52,29,1,4,1,Monthly
412955,OPCIONES PUTS DE INDICES,55,29,1,4,1,Monthly
412957,OPCIONES CALL - OTROS,57,29,1,4,1,Monthly
412960,OPCIONES PUTS ¿ OTRAS,60,29,1,4,1,Monthly
413000,POR VENTA DE ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA,0,30,1,4,1,Monthly
413005,BIENES RECIBIDOS EN PAGO,5,30,1,4,1,Monthly
413010,BIENES RESTITUIDOS DE CONTRATO DE LEASING,10,30,1,4,1,Monthly
413015,OPERACIONES DISCONTINUADAS,15,30,1,4,1,Monthly
413095,OTROS ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA,95,30,1,4,1,Monthly
413100,POR VENTA DE PROPIEDADES Y EQUIPO,0,31,1,4,1,Monthly
413105,TERRENOS,5,31,1,4,1,Monthly
413110,EDIFICIOS,10,31,1,4,1,Monthly
413115,"EQUIPO, MUEBLES Y ENSERES DE OFICINA",15,31,1,4,1,Monthly
413120,EQUIPO DE COMPUTACION,20,31,1,4,1,Monthly
413125,VEHICULOS,25,31,1,4,1,Monthly
413130,EQUIPO DE MOVILIZACION Y MAQUINARIA,30,31,1,4,1,Monthly
413135,SILOS,35,31,1,4,1,Monthly
413140,BODEGAS,40,31,1,4,1,Monthly
413145,BIENES RURALES,45,31,1,4,1,Monthly
413150,SEMOVIENTES,50,31,1,4,1,Monthly
413195,OTROS,95,31,1,4,1,Monthly
413300,LIBERACION RESERVA TITULOS VIGENTES,0,33,1,4,1,Monthly
413305,CON CUOTAS AL DIA,5,33,1,4,1,Monthly
413310,CON CUOTAS EN MORA,10,33,1,4,1,Monthly
413315,DESVIACIONES,15,33,1,4,1,Monthly
413320,CUPONES POR PAGAR,20,33,1,4,1,Monthly
413330,PLANES EN UVR,30,33,1,4,1,Monthly
413395,OTROS DERECHOS ESTIPULADOS,95,33,1,4,1,Monthly
413400,LIBERACION RESERVA DESVIACION DE SINIESTRALIDAD,0,34,1,4,1,Monthly
413415,RIESGOS LABORALES,15,34,1,4,1,Monthly
413500,CAMBIOS,0,35,1,4,1,Monthly
413505,POR REEXPRESION DE ACTIVOS DE LA POSICION PROPIA,5,35,1,4,1,Monthly
413510,POR REALIZACION DE ACTIVOS DE LA POSICION PROPIA,10,35,1,4,1,Monthly
413515,POR REEXPRESION DE OTROS ACTIVOS,15,35,1,4,1,Monthly
413520,POR REALIZACION DE OTROS ACTIVOS,20,35,1,4,1,Monthly
413525,POR REEXPRESION DE PASIVOS DE LA POSICION PROPIA,25,35,1,4,1,Monthly
413530,POR LIQUIDACION DE PASIVOS DE LA POSICION PROPIA,30,35,1,4,1,Monthly
413535,POR REEXPRESION DE OTROS PASIVOS,35,35,1,4,1,Monthly
413540,POR LIQUIDACION DE OTROS PASIVOS,40,35,1,4,1,Monthly
413600,LIBERACION RESERVA PARA SINIESTROS NO AVISADOS,0,36,1,4,1,Monthly
413605,SEGUROS DE DANOS,5,36,1,4,1,Monthly
413610,SEGUROS DE PERSONAS,10,36,1,4,1,Monthly
413615,SEGUROS PREVISIONALES,15,36,1,4,1,Monthly
413620,RIESGOS LABORALES,20,36,1,4,1,Monthly
413625,SEGURO OBLIGATORIO DE DANOS CORPORALES CAUSADOS A LAS PERSONAS EN ACCIDENTES DE TRANSITO - SOAT,25,36,1,4,1,Monthly
413700,LIBERACION RESERVA PARA SINIESTROS AVISADOS,0,37,1,4,1,Monthly
413705,SEGUROS DE DANOS,5,37,1,4,1,Monthly
413710,SEGUROS DE PERSONAS,10,37,1,4,1,Monthly
413715,SEGUROS PREVISIONALES,15,37,1,4,1,Monthly
413720,RIESGOS LABORALES,20,37,1,4,1,Monthly
413725,SEGURO OBLIGATORIO DE DANOS CORPORALES CAUSADOS A LAS PERSONAS EN ACCIDENTES DE TRANSITO SOAT,25,37,1,4,1,Monthly
413800,LIBERACION RESERVAS ESPECIALES,0,38,1,4,1,Monthly
413810,RIESGOS LABORALES,10,38,1,4,1,Monthly
413895,OTRAS,95,38,1,4,1,Monthly
413900,VALORACION DE DERIVADOS - DE COBERTURA,0,39,1,4,1,Monthly
413905,FORWARDS DE MONEDAS (PESO/DOLAR),5,39,1,4,1,Monthly
413907,FORWARDS DE MONEDAS (DIFERENTES PESO/DOLAR),7,39,1,4,1,Monthly
413910,FORWARDS DE TASAS DE INTERES,10,39,1,4,1,Monthly
413912,FORWARDS DE TITULOS,12,39,1,4,1,Monthly
413915,FORWARDS - OTROS,15,39,1,4,1,Monthly
413917,FUTUROS DE MONEDAS,17,39,1,4,1,Monthly
413920,FUTUROS DE TASAS DE INTERES,20,39,1,4,1,Monthly
413922,FUTUROS DE TITULOS,22,39,1,4,1,Monthly
413925,FUTUROS DE INDICES,25,39,1,4,1,Monthly
413927,FUTUROS - OTROS,27,39,1,4,1,Monthly
413930,SWAPS DE MONEDAS,30,39,1,4,1,Monthly
413932,SWAPS DE TASAS DE INTERES,32,39,1,4,1,Monthly
413935,SWAPS - OTROS,35,39,1,4,1,Monthly
413937,OPCIONES CALLS MONEDAS,37,39,1,4,1,Monthly
413940,OPCIONES PUT DE MONEDAS,40,39,1,4,1,Monthly
413942,OPCIONES CALLS DE TASAS DE INTERES,42,39,1,4,1,Monthly
413945,OPCIONES PUTS DE TASAS DE INTERES,45,39,1,4,1,Monthly
413947,OPCIONES CALLS DE TITULOS,47,39,1,4,1,Monthly
413950,OPCIONES PUTS DE TITULOS,50,39,1,4,1,Monthly
413952,OPCIONES CALLS DE INDICES,52,39,1,4,1,Monthly
413955,OPCIONES PUTS DE INDICES,55,39,1,4,1,Monthly
413957,OPCIONES CALL - OTROS,57,39,1,4,1,Monthly
413960,OPCIONES PUTS ¿ OTRAS,60,39,1,4,1,Monthly
414000,DIVIDENDOS Y PARTICIPACIONES,0,40,1,4,1,Monthly
414005,"MATRIZ, FILIALES, SUBSIDIARIAS",5,40,1,4,1,Monthly
414010,OTRAS PERSONAS JURIDICAS,10,40,1,4,1,Monthly
414100,CUOTAS RECAUDADAS,0,41,1,4,1,Monthly
414105,TITULOS NUEVOS,5,41,1,4,1,Monthly
414110,TITULOS ANTIGUOS,10,41,1,4,1,Monthly
414200,REASEGUROS INTERIOR,0,42,1,4,1,Monthly
414205,PRIMAS ACEPTADAS SEGUROS DE DANOS,5,42,1,4,1,Monthly
414210,PRIMAS ACEPTADAS SEGUROS DE PERSONAS,10,42,1,4,1,Monthly
414240,INGRESOS SOBRE CESIONES,40,42,1,4,1,Monthly
414250,REEMBOLSO DE SINIESTROS SOBRE CESIONES,50,42,1,4,1,Monthly
414255,REEMBOLSO DE SINIESTROS DE CONTRATOS NO PROPORCIONALES,55,42,1,4,1,Monthly
414260,SALVAMENTOS DE ACEPTACIONES,60,42,1,4,1,Monthly
414265,PARTICIPACION EN UTILIDADES DE REASEGURADORES,65,42,1,4,1,Monthly
414275,GASTOS RECONOCIDOS POR REASEGURADORES,75,42,1,4,1,Monthly
